,city,dispatch_date,slot,num_rider_id,orders,awb_pay,cpo
1406,Bangalore,2024-04-08,morning,3153,50,1450,29.0
1407,Bangalore,2024-04-08,morning,3178,46,1700,36.95652173913044
1408,Bangalore,2024-04-08,morning,3179,36,1350,37.5
1409,Bangalore,2024-04-08,morning,3205,72,2059,28.59722222222222
1410,Bangalore,2024-04-08,morning,3227,35,1270,36.285714285714285
1411,Bangalore,2024-04-08,morning,3327,42,1225,29.166666666666668
1412,Bangalore,2024-04-08,morning,3376,28,1025,36.607142857142854
1413,Bangalore,2024-04-08,morning,3471,38,1102,29.0
1414,Bangalore,2024-04-08,morning,3587,62,1811,29.20967741935484
1415,Bangalore,2024-04-08,morning,3687,25,826,33.04
1416,Bangalore,2024-04-08,morning,3690,49,1455,29.693877551020407
1417,Bangalore,2024-04-08,morning,3924,26,702,27.0
1418,Bangalore,2024-04-08,morning,3935,82,2378,29.0
1419,Bangalore,2024-04-08,morning,3969,82,3156,38.48780487804878
1420,Bangalore,2024-04-08,morning,3970,12,456,38.0
1421,Bangalore,2024-04-08,morning,4251,50,1980,39.6
1422,Bangalore,2024-04-08,morning,4268,26,988,38.0
1423,Bangalore,2024-04-08,morning,4272,70,2660,38.0
1424,Bangalore,2024-04-08,morning,4297,59,1711,29.0
1425,Bangalore,2024-04-08,morning,4302,44,1540,35.0
1426,Bangalore,2024-04-08,morning,4342,42,1216,28.952380952380953
1427,Bangalore,2024-04-08,morning,4406,58,2075,35.775862068965516
1428,Bangalore,2024-04-08,morning,4407,16,608,38.0
1429,Bangalore,2024-04-08,morning,4409,21,735,35.0
1430,Bangalore,2024-04-08,morning,4447,29,1142,39.37931034482759
1431,Bangalore,2024-04-08,morning,4461,38,1444,38.0
1432,Bangalore,2024-04-08,morning,4513,17,646,38.0
1433,Bangalore,2024-04-08,morning,4537,40,1520,38.0
1434,Bangalore,2024-04-08,morning,4538,28,1144,40.857142857142854
1435,Bangalore,2024-04-08,morning,4540,23,874,38.0
1436,Bangalore,2024-04-08,morning,4581,59,2200,37.28813559322034
1437,Bangalore,2024-04-08,morning,4584,21,780,37.142857142857146
1438,Bangalore,2024-04-08,morning,4610,45,1620,36.0
1439,Bangalore,2024-04-08,morning,4643,40,1520,38.0
1440,Bangalore,2024-04-08,morning,4673,19,684,36.0
1441,Bangalore,2024-04-08,morning,4681,40,1560,39.0
1442,Bangalore,2024-04-08,morning,4722,18,684,38.0
1443,Bangalore,2024-04-08,morning,4723,24,952,39.666666666666664
1444,Bangalore,2024-04-08,morning,4804,28,1064,38.0
1445,Bangalore,2024-04-08,morning,4832,41,1615,39.390243902439025
1446,Bangalore,2024-04-08,morning,4874,39,1410,36.15384615384615
1447,Bangalore,2024-04-08,morning,4889,37,1113,30.08108108108108
1448,Bangalore,2024-04-08,morning,5012,25,990,39.6
1449,Bangalore,2024-04-08,morning,5041,20,680,34.0
1450,Bangalore,2024-04-08,morning,5044,22,594,27.0
1451,Bangalore,2024-04-08,morning,5045,18,684,38.0
1452,Bangalore,2024-04-08,morning,5114,30,960,32.0
1453,Bangalore,2024-04-08,morning,5163,58,1624,28.0
1454,Bangalore,2024-04-08,morning,5194,28,1104,39.42857142857143
1455,Bangalore,2024-04-08,morning,5204,24,696,29.0
1456,Bangalore,2024-04-08,morning,5205,1,38,38.0
1457,Bangalore,2024-04-08,morning,5206,37,1446,39.08108108108108
1458,Bangalore,2024-04-08,morning,5210,15,610,40.666666666666664
1459,Bangalore,2024-04-08,morning,5302,29,725,25.0
1460,Bangalore,2024-04-08,morning,5328,25,875,35.0
1461,Bangalore,2024-04-08,morning,5333,78,2865,36.73076923076923
1462,Bangalore,2024-04-08,morning,5335,85,3155,37.11764705882353
1463,Bangalore,2024-04-08,morning,5402,56,2168,38.714285714285715
1464,Bangalore,2024-04-08,morning,5447,8,304,38.0
1465,Bangalore,2024-04-08,morning,5452,21,780,37.142857142857146
1466,Bangalore,2024-04-08,morning,5458,4,152,38.0
1467,Bangalore,2024-04-09,evening,1431,10,740,74.0
1468,Bangalore,2024-04-09,evening,1860,32,862,26.9375
1469,Bangalore,2024-04-09,evening,1875,2,115,57.5
1470,Bangalore,2024-04-09,evening,1914,26,754,29.0
1471,Bangalore,2024-04-09,evening,1916,7,483,69.0
1472,Bangalore,2024-04-09,evening,1955,4,334,83.5
1473,Bangalore,2024-04-09,evening,2251,26,1135,43.65384615384615
1474,Bangalore,2024-04-09,evening,2359,16,752,47.0
1475,Bangalore,2024-04-09,evening,2508,19,741,39.0
1476,Bangalore,2024-04-09,evening,2531,14,742,53.0
1477,Bangalore,2024-04-09,evening,2698,6,228,38.0
1478,Bangalore,2024-04-09,evening,2916,11,407,37.0
1479,Bangalore,2024-04-09,evening,2978,24,840,35.0
1480,Bangalore,2024-04-09,evening,3008,13,780,60.0
1481,Bangalore,2024-04-09,evening,3114,8,728,91.0
1482,Bangalore,2024-04-09,evening,3119,14,448,32.0
1483,Bangalore,2024-04-09,evening,3219,14,756,54.0
1484,Bangalore,2024-04-09,evening,3227,7,290,41.42857142857143
1485,Bangalore,2024-04-09,evening,3358,13,793,61.0
1486,Bangalore,2024-04-09,evening,3511,7,770,110.0
1487,Bangalore,2024-04-09,evening,3969,1,38,38.0
1488,Bangalore,2024-04-09,evening,3975,9,382,42.44444444444444
1489,Bangalore,2024-04-09,evening,4297,34,1020,30.0
1490,Bangalore,2024-04-09,evening,4300,7,784,112.0
1491,Bangalore,2024-04-09,evening,4307,15,750,50.0
1492,Bangalore,2024-04-09,evening,4455,13,481,37.0
1493,Bangalore,2024-04-09,evening,4517,9,324,36.0
1494,Bangalore,2024-04-09,evening,4537,10,420,42.0
1495,Bangalore,2024-04-09,evening,4538,4,192,48.0
1496,Bangalore,2024-04-09,evening,4540,5,190,38.0
1497,Bangalore,2024-04-09,evening,4576,9,729,81.0
1498,Bangalore,2024-04-09,evening,4577,7,770,110.0
1499,Bangalore,2024-04-09,evening,4584,27,990,36.666666666666664
1500,Bangalore,2024-04-09,evening,4684,11,737,67.0
1501,Bangalore,2024-04-09,evening,4798,7,273,39.0
1502,Bangalore,2024-04-09,evening,4948,15,864,57.6
1503,Bangalore,2024-04-09,evening,4951,16,720,45.0
1504,Bangalore,2024-04-09,evening,4971,10,800,80.0
1505,Bangalore,2024-04-09,evening,5017,8,784,98.0
1506,Bangalore,2024-04-09,evening,5087,14,756,54.0
1507,Bangalore,2024-04-09,evening,5100,6,750,125.0
1508,Bangalore,2024-04-09,evening,5108,7,812,116.0
1509,Bangalore,2024-04-09,evening,5167,33,825,25.0
1510,Bangalore,2024-04-09,evening,5189,23,782,34.0
1511,Bangalore,2024-04-09,evening,5194,1,38,38.0
1512,Bangalore,2024-04-09,evening,5205,5,270,54.0
1513,Bangalore,2024-04-09,evening,5206,7,266,38.0
1514,Bangalore,2024-04-09,evening,5240,18,540,30.0
1515,Bangalore,2024-04-09,evening,5306,6,816,136.0
1516,Bangalore,2024-04-09,evening,5328,18,855,47.5
1517,Bangalore,2024-04-09,evening,5329,9,738,82.0
1518,Bangalore,2024-04-09,evening,5360,14,580,41.42857142857143
1519,Bangalore,2024-04-09,evening,5402,7,306,43.714285714285715
1520,Bangalore,2024-04-09,evening,5415,14,752,53.714285714285715
1521,Bangalore,2024-04-09,evening,5485,13,884,68.0
1522,Bangalore,2024-04-09,evening,5487,14,756,54.0
1523,Bangalore,2024-04-09,morning,840,24,788,32.833333333333336
1524,Bangalore,2024-04-09,morning,845,68,1995,29.33823529411765
1525,Bangalore,2024-04-09,morning,850,50,1563,31.26
1526,Bangalore,2024-04-09,morning,1000,48,1725,35.9375
1527,Bangalore,2024-04-09,morning,1014,43,1202,27.953488372093023
1528,Bangalore,2024-04-09,morning,1023,38,1121,29.5
1529,Bangalore,2024-04-09,morning,1024,68,2081,30.602941176470587
1530,Bangalore,2024-04-09,morning,1072,55,1595,29.0
1531,Bangalore,2024-04-09,morning,1442,77,2233,29.0
1532,Bangalore,2024-04-09,morning,1650,59,1652,28.0
1533,Bangalore,2024-04-09,morning,1798,26,858,33.0
1534,Bangalore,2024-04-09,morning,1814,8,595,74.375
1535,Bangalore,2024-04-09,morning,1832,59,1906,32.30508474576271
1536,Bangalore,2024-04-09,morning,1845,47,1780,37.87234042553192
1537,Bangalore,2024-04-09,morning,1851,57,1824,32.0
1538,Bangalore,2024-04-09,morning,1875,70,2450,35.0
1539,Bangalore,2024-04-09,morning,1897,56,1624,29.0
1540,Bangalore,2024-04-09,morning,1914,44,1384,31.454545454545453
1541,Bangalore,2024-04-09,morning,1915,48,1611,33.5625
1542,Bangalore,2024-04-09,morning,1916,4,320,80.0
1543,Bangalore,2024-04-09,morning,1930,51,1530,30.0
1544,Bangalore,2024-04-09,morning,1933,39,1455,37.30769230769231
1545,Bangalore,2024-04-09,morning,1939,45,1575,35.0
1546,Bangalore,2024-04-09,morning,1955,31,899,29.0
1547,Bangalore,2024-04-09,morning,1966,39,1170,30.0
1548,Bangalore,2024-04-09,morning,1967,74,2146,29.0
1549,Bangalore,2024-04-09,morning,1972,46,1745,37.93478260869565
1550,Bangalore,2024-04-09,morning,2087,36,1116,31.0
1551,Bangalore,2024-04-09,morning,2094,65,1850,28.46153846153846
1552,Bangalore,2024-04-09,morning,2180,41,1210,29.51219512195122
1553,Bangalore,2024-04-09,morning,2191,39,1156,29.641025641025642
1554,Bangalore,2024-04-09,morning,2192,55,1970,35.81818181818182
1555,Bangalore,2024-04-09,morning,2208,55,1595,29.0
1556,Bangalore,2024-04-09,morning,2217,70,2022,28.885714285714286
1557,Bangalore,2024-04-09,morning,2228,40,960,24.0
1558,Bangalore,2024-04-09,morning,2244,41,1230,30.0
1559,Bangalore,2024-04-09,morning,2251,33,1335,40.45454545454545
1560,Bangalore,2024-04-09,morning,2414,81,2355,29.074074074074073
1561,Bangalore,2024-04-09,morning,2663,66,1848,28.0
1562,Bangalore,2024-04-09,morning,2698,35,1370,39.142857142857146
1563,Bangalore,2024-04-09,morning,2699,68,2784,40.94117647058823
1564,Bangalore,2024-04-09,morning,2809,47,1645,35.0
1565,Bangalore,2024-04-09,morning,2916,58,1821,31.396551724137932
1566,Bangalore,2024-04-09,morning,3119,44,1342,30.5
1567,Bangalore,2024-04-09,morning,3178,30,1140,38.0
1568,Bangalore,2024-04-09,morning,3179,42,1560,37.142857142857146
1569,Bangalore,2024-04-09,morning,3191,58,1837,31.67241379310345
1570,Bangalore,2024-04-09,morning,3205,49,1415,28.877551020408163
1571,Bangalore,2024-04-09,morning,3227,49,1805,36.83673469387755
1572,Bangalore,2024-04-09,morning,3327,46,1334,29.0
1573,Bangalore,2024-04-09,morning,3376,44,1630,37.04545454545455
1574,Bangalore,2024-04-09,morning,3471,37,1073,29.0
1575,Bangalore,2024-04-09,morning,3587,38,1140,30.0
1576,Bangalore,2024-04-09,morning,3687,33,924,28.0
1577,Bangalore,2024-04-09,morning,3690,43,1303,30.302325581395348
1578,Bangalore,2024-04-09,morning,3935,60,1878,31.3
1579,Bangalore,2024-04-09,morning,3969,74,2892,39.08108108108108
1580,Bangalore,2024-04-09,morning,3970,8,304,38.0
1581,Bangalore,2024-04-09,morning,4251,52,2016,38.76923076923077
1582,Bangalore,2024-04-09,morning,4268,16,608,38.0
1583,Bangalore,2024-04-09,morning,4272,53,2134,40.264150943396224
1584,Bangalore,2024-04-09,morning,4302,31,1175,37.903225806451616
1585,Bangalore,2024-04-09,morning,4342,46,1350,29.347826086956523
1586,Bangalore,2024-04-09,morning,4370,39,1365,35.0
1587,Bangalore,2024-04-09,morning,4406,40,1445,36.125
1588,Bangalore,2024-04-09,morning,4409,17,595,35.0
1589,Bangalore,2024-04-09,morning,4447,32,1216,38.0
1590,Bangalore,2024-04-09,morning,4513,15,610,40.666666666666664
1591,Bangalore,2024-04-09,morning,4517,23,649,28.217391304347824
1592,Bangalore,2024-04-09,morning,4537,38,1444,38.0
1593,Bangalore,2024-04-09,morning,4538,34,1332,39.1764705882353
1594,Bangalore,2024-04-09,morning,4540,20,760,38.0
1595,Bangalore,2024-04-09,morning,4581,59,2155,36.52542372881356
1596,Bangalore,2024-04-09,morning,4584,41,1480,36.09756097560975
1597,Bangalore,2024-04-09,morning,4610,32,1165,36.40625
1598,Bangalore,2024-04-09,morning,4625,20,834,41.7
1599,Bangalore,2024-04-09,morning,4673,18,684,38.0
1600,Bangalore,2024-04-09,morning,4681,34,1332,39.1764705882353
1601,Bangalore,2024-04-09,morning,4728,22,836,38.0
1602,Bangalore,2024-04-09,morning,4804,32,1336,41.75
1603,Bangalore,2024-04-09,morning,4832,39,1410,36.15384615384615
1604,Bangalore,2024-04-09,morning,4874,49,1805,36.83673469387755
1605,Bangalore,2024-04-09,morning,4889,39,1187,30.435897435897434
1606,Bangalore,2024-04-09,morning,4960,16,608,38.0
1607,Bangalore,2024-04-09,morning,4989,21,798,38.0
1608,Bangalore,2024-04-09,morning,5012,37,1406,38.0
1609,Bangalore,2024-04-09,morning,5041,49,1568,32.0
1610,Bangalore,2024-04-09,morning,5043,27,702,26.0
1611,Bangalore,2024-04-09,morning,5045,12,684,57.0
1612,Bangalore,2024-04-09,morning,5062,22,836,38.0
1613,Bangalore,2024-04-09,morning,5194,17,646,38.0
1614,Bangalore,2024-04-09,morning,5204,23,690,30.0
1615,Bangalore,2024-04-09,morning,5205,19,1082,56.94736842105263
1616,Bangalore,2024-04-09,morning,5206,32,1256,39.25
1617,Bangalore,2024-04-09,morning,5210,16,648,40.5
1618,Bangalore,2024-04-09,morning,5292,1,38,38.0
1619,Bangalore,2024-04-09,morning,5301,11,418,38.0
1620,Bangalore,2024-04-09,morning,5302,28,728,26.0
1621,Bangalore,2024-04-09,morning,5335,59,2245,38.05084745762712
1622,Bangalore,2024-04-09,morning,5402,70,2700,38.57142857142857
1623,Bangalore,2024-04-09,morning,5452,18,630,35.0
1624,Bangalore,2024-04-09,morning,5453,28,1025,36.607142857142854
1625,Bangalore,2024-04-09,morning,5470,18,540,30.0
1626,Bangalore,2024-04-09,morning,5481,26,754,29.0
1627,Bangalore,2024-04-10,evening,1000,20,745,37.25
1628,Bangalore,2024-04-10,evening,1431,17,697,41.0
1629,Bangalore,2024-04-10,evening,1814,7,245,35.0
1630,Bangalore,2024-04-10,evening,1845,7,290,41.42857142857143
1631,Bangalore,2024-04-10,evening,1875,12,420,35.0
1632,Bangalore,2024-04-10,evening,1897,1,27,27.0
1633,Bangalore,2024-04-10,evening,1914,1,45,45.0
1634,Bangalore,2024-04-10,evening,1916,15,750,50.0
1635,Bangalore,2024-04-10,evening,1933,1,35,35.0
1636,Bangalore,2024-04-10,evening,1939,8,280,35.0
1637,Bangalore,2024-04-10,evening,1955,16,945,59.0625
1638,Bangalore,2024-04-10,evening,1967,17,544,32.0
1639,Bangalore,2024-04-10,evening,2094,15,510,34.0
1640,Bangalore,2024-04-10,evening,2228,29,812,28.0
1641,Bangalore,2024-04-10,evening,2359,18,738,41.0
1642,Bangalore,2024-04-10,evening,2508,19,736,38.73684210526316
1643,Bangalore,2024-04-10,evening,2531,12,739,61.583333333333336
1644,Bangalore,2024-04-10,evening,2675,7,749,107.0
1645,Bangalore,2024-04-10,evening,2699,16,648,40.5
1646,Bangalore,2024-04-10,evening,2916,30,918,30.6
1647,Bangalore,2024-04-10,evening,2978,21,759,36.142857142857146
1648,Bangalore,2024-04-10,evening,3008,9,765,85.0
1649,Bangalore,2024-04-10,evening,3114,12,708,59.0
1650,Bangalore,2024-04-10,evening,3119,28,847,30.25
1651,Bangalore,2024-04-10,evening,3205,2,64,32.0
1652,Bangalore,2024-04-10,evening,3219,19,760,40.0
1653,Bangalore,2024-04-10,evening,3227,21,735,35.0
1654,Bangalore,2024-04-10,evening,3358,10,800,80.0
1655,Bangalore,2024-04-10,evening,3511,15,750,50.0
1656,Bangalore,2024-04-10,evening,3970,13,494,38.0
1657,Bangalore,2024-04-10,evening,3975,5,190,38.0
1658,Bangalore,2024-04-10,evening,4251,10,420,42.0
1659,Bangalore,2024-04-10,evening,4268,6,228,38.0
1660,Bangalore,2024-04-10,evening,4272,3,154,51.333333333333336
1661,Bangalore,2024-04-10,evening,4300,13,881,67.76923076923077
1662,Bangalore,2024-04-10,evening,4370,24,1020,42.5
1663,Bangalore,2024-04-10,evening,4447,6,268,44.666666666666664
1664,Bangalore,2024-04-10,evening,4455,17,646,38.0
1665,Bangalore,2024-04-10,evening,4494,19,665,35.0
1666,Bangalore,2024-04-10,evening,4513,1,38,38.0
1667,Bangalore,2024-04-10,evening,4537,15,570,38.0
1668,Bangalore,2024-04-10,evening,4538,12,456,38.0
1669,Bangalore,2024-04-10,evening,4540,7,266,38.0
1670,Bangalore,2024-04-10,evening,4576,14,746,53.285714285714285
1671,Bangalore,2024-04-10,evening,4577,11,798,72.54545454545455
1672,Bangalore,2024-04-10,evening,4581,23,895,38.91304347826087
1673,Bangalore,2024-04-10,evening,4584,16,695,43.4375
1674,Bangalore,2024-04-10,evening,4625,24,768,32.0
1675,Bangalore,2024-04-10,evening,4681,8,304,38.0
1676,Bangalore,2024-04-10,evening,4684,13,772,59.38461538461539
1677,Bangalore,2024-04-10,evening,4716,8,768,96.0
1678,Bangalore,2024-04-10,evening,4728,10,380,38.0
1679,Bangalore,2024-04-10,evening,4874,11,385,35.0
1680,Bangalore,2024-04-10,evening,4948,9,783,87.0
1681,Bangalore,2024-04-10,evening,4971,8,744,93.0
1682,Bangalore,2024-04-10,evening,5012,8,344,43.0
1683,Bangalore,2024-04-10,evening,5017,16,800,50.0
1684,Bangalore,2024-04-10,evening,5087,10,750,75.0
1685,Bangalore,2024-04-10,evening,5100,13,777,59.76923076923077
1686,Bangalore,2024-04-10,evening,5194,3,114,38.0
1687,Bangalore,2024-04-10,evening,5206,12,496,41.333333333333336
1688,Bangalore,2024-04-10,evening,5240,10,350,35.0
1689,Bangalore,2024-04-10,evening,5292,16,608,38.0
1690,Bangalore,2024-04-10,evening,5306,10,770,77.0
1691,Bangalore,2024-04-10,evening,5318,10,420,42.0
1692,Bangalore,2024-04-10,evening,5328,15,570,38.0
1693,Bangalore,2024-04-10,evening,5329,13,780,60.0
1694,Bangalore,2024-04-10,evening,5360,23,850,36.95652173913044
1695,Bangalore,2024-04-10,evening,5402,9,382,42.44444444444444
1696,Bangalore,2024-04-10,evening,5415,14,824,58.857142857142854
1697,Bangalore,2024-04-10,evening,5453,29,1015,35.0
1698,Bangalore,2024-04-10,evening,5487,15,780,52.0
1699,Bangalore,2024-04-10,evening,5497,10,800,80.0
1700,Bangalore,2024-04-10,morning,840,30,977,32.56666666666667
1701,Bangalore,2024-04-10,morning,845,17,562,33.05882352941177
1702,Bangalore,2024-04-10,morning,850,27,729,27.0
1703,Bangalore,2024-04-10,morning,1000,22,950,43.18181818181818
1704,Bangalore,2024-04-10,morning,1014,15,435,29.0
1705,Bangalore,2024-04-10,morning,1023,16,477,29.8125
1706,Bangalore,2024-04-10,morning,1024,22,704,32.0
1707,Bangalore,2024-04-10,morning,1072,45,1395,31.0
1708,Bangalore,2024-04-10,morning,1431,1,71,71.0
1709,Bangalore,2024-04-10,morning,1442,11,347,31.545454545454547
1710,Bangalore,2024-04-10,morning,1586,35,1290,36.857142857142854
1711,Bangalore,2024-04-10,morning,1642,17,544,32.0
1712,Bangalore,2024-04-10,morning,1650,35,1015,29.0
1713,Bangalore,2024-04-10,morning,1813,2,70,35.0
1714,Bangalore,2024-04-10,morning,1814,30,1140,38.0
1715,Bangalore,2024-04-10,morning,1832,15,540,36.0
1716,Bangalore,2024-04-10,morning,1845,32,1255,39.21875
1717,Bangalore,2024-04-10,morning,1851,12,360,30.0
1718,Bangalore,2024-04-10,morning,1875,33,1290,39.09090909090909
1719,Bangalore,2024-04-10,morning,1897,50,1450,29.0
1720,Bangalore,2024-04-10,morning,1914,31,961,31.0
1721,Bangalore,2024-04-10,morning,1915,36,1253,34.80555555555556
1722,Bangalore,2024-04-10,morning,1930,23,1041,45.26086956521739
1723,Bangalore,2024-04-10,morning,1933,25,965,38.6
1724,Bangalore,2024-04-10,morning,1939,13,545,41.92307692307692
1725,Bangalore,2024-04-10,morning,1966,26,806,31.0
1726,Bangalore,2024-04-10,morning,1967,48,1440,30.0
1727,Bangalore,2024-04-10,morning,1972,9,405,45.0
1728,Bangalore,2024-04-10,morning,2054,21,630,30.0
1729,Bangalore,2024-04-10,morning,2087,27,874,32.370370370370374
1730,Bangalore,2024-04-10,morning,2094,28,980,35.0
1731,Bangalore,2024-04-10,morning,2180,28,872,31.142857142857142
1732,Bangalore,2024-04-10,morning,2191,9,297,33.0
1733,Bangalore,2024-04-10,morning,2192,15,660,44.0
1734,Bangalore,2024-04-10,morning,2208,32,1005,31.40625
1735,Bangalore,2024-04-10,morning,2217,29,928,32.0
1736,Bangalore,2024-04-10,morning,2244,15,465,31.0
1737,Bangalore,2024-04-10,morning,2663,45,1467,32.6
1738,Bangalore,2024-04-10,morning,2699,24,912,38.0
1739,Bangalore,2024-04-10,morning,2809,28,1115,39.82142857142857
1740,Bangalore,2024-04-10,morning,2916,25,833,33.32
1741,Bangalore,2024-04-10,morning,3119,14,378,27.0
1742,Bangalore,2024-04-10,morning,3179,26,910,35.0
1743,Bangalore,2024-04-10,morning,3205,11,352,32.0
1744,Bangalore,2024-04-10,morning,3227,4,185,46.25
1745,Bangalore,2024-04-10,morning,3327,26,754,29.0
1746,Bangalore,2024-04-10,morning,3376,18,810,45.0
1747,Bangalore,2024-04-10,morning,3471,14,417,29.785714285714285
1748,Bangalore,2024-04-10,morning,3587,3,99,33.0
1749,Bangalore,2024-04-10,morning,3687,2,70,35.0
1750,Bangalore,2024-04-10,morning,3690,8,248,31.0
1751,Bangalore,2024-04-10,morning,3935,23,782,34.0
1752,Bangalore,2024-04-10,morning,3969,37,1486,40.16216216216216
1753,Bangalore,2024-04-10,morning,3970,23,914,39.73913043478261
1754,Bangalore,2024-04-10,morning,4251,7,386,55.142857142857146
1755,Bangalore,2024-04-10,morning,4268,15,650,43.333333333333336
1756,Bangalore,2024-04-10,morning,4272,42,1596,38.0
1757,Bangalore,2024-04-10,morning,4297,15,495,33.0
1758,Bangalore,2024-04-10,morning,4302,23,895,38.91304347826087
1759,Bangalore,2024-04-10,morning,4342,19,589,31.0
1760,Bangalore,2024-04-10,morning,4406,32,1345,42.03125
1761,Bangalore,2024-04-10,morning,4407,18,724,40.22222222222222
1762,Bangalore,2024-04-10,morning,4409,14,490,35.0
1763,Bangalore,2024-04-10,morning,4447,14,652,46.57142857142857
1764,Bangalore,2024-04-10,morning,4461,36,1368,38.0
1765,Bangalore,2024-04-10,morning,4462,48,1864,38.833333333333336
1766,Bangalore,2024-04-10,morning,4513,9,382,42.44444444444444
1767,Bangalore,2024-04-10,morning,4537,19,762,40.10526315789474
1768,Bangalore,2024-04-10,morning,4538,25,990,39.6
1769,Bangalore,2024-04-10,morning,4540,7,266,38.0
1770,Bangalore,2024-04-10,morning,4581,1,80,80.0
1771,Bangalore,2024-04-10,morning,4584,34,1460,42.94117647058823
1772,Bangalore,2024-04-10,morning,4610,24,885,36.875
1773,Bangalore,2024-04-10,morning,4673,15,690,46.0
1774,Bangalore,2024-04-10,morning,4681,9,422,46.888888888888886
1775,Bangalore,2024-04-10,morning,4723,34,1292,38.0
1776,Bangalore,2024-04-10,morning,4728,13,774,59.53846153846154
1777,Bangalore,2024-04-10,morning,4798,32,1134,35.4375
1778,Bangalore,2024-04-10,morning,4804,21,838,39.904761904761905
1779,Bangalore,2024-04-10,morning,4874,22,815,37.04545454545455
1780,Bangalore,2024-04-10,morning,4960,21,838,39.904761904761905
1781,Bangalore,2024-04-10,morning,5012,31,1178,38.0
1782,Bangalore,2024-04-10,morning,5041,21,846,40.285714285714285
1783,Bangalore,2024-04-10,morning,5044,16,432,27.0
1784,Bangalore,2024-04-10,morning,5194,15,570,38.0
1785,Bangalore,2024-04-10,morning,5204,15,690,46.0
1786,Bangalore,2024-04-10,morning,5205,3,114,38.0
1787,Bangalore,2024-04-10,morning,5206,13,494,38.0
1788,Bangalore,2024-04-10,morning,5210,3,114,38.0
1789,Bangalore,2024-04-10,morning,5335,19,710,37.36842105263158
1790,Bangalore,2024-04-10,morning,5359,10,395,39.5
1791,Bangalore,2024-04-10,morning,5402,27,1026,38.0
1792,Bangalore,2024-04-10,morning,5452,25,875,35.0
1793,Bangalore,2024-04-10,morning,5453,10,440,44.0
1794,Bangalore,2024-04-10,morning,5470,25,849,33.96
1795,Bangalore,2024-04-10,morning,5481,14,434,31.0
1796,Bangalore,2024-04-10,morning,5485,2,186,93.0
1797,Bangalore,2024-04-10,morning,5491,6,234,39.0
1798,Bangalore,2024-04-11,evening,1000,15,570,38.0
1799,Bangalore,2024-04-11,evening,1814,12,555,46.25
1800,Bangalore,2024-04-11,evening,1845,2,70,35.0
1801,Bangalore,2024-04-11,evening,1860,40,920,23.0
1802,Bangalore,2024-04-11,evening,1875,14,580,41.42857142857143
1803,Bangalore,2024-04-11,evening,1916,19,741,39.0
1804,Bangalore,2024-04-11,evening,1955,19,874,46.0
1805,Bangalore,2024-04-11,evening,2508,19,741,39.0
1806,Bangalore,2024-04-11,evening,2629,18,738,41.0
1807,Bangalore,2024-04-11,evening,2675,21,735,35.0
1808,Bangalore,2024-04-11,evening,2699,10,460,46.0
1809,Bangalore,2024-04-11,evening,2809,32,1210,37.8125
1810,Bangalore,2024-04-11,evening,2978,25,750,30.0
1811,Bangalore,2024-04-11,evening,3114,18,774,43.0
1812,Bangalore,2024-04-11,evening,3227,22,815,37.04545454545455
1813,Bangalore,2024-04-11,evening,3687,2,76,38.0
1814,Bangalore,2024-04-11,evening,4251,7,266,38.0
1815,Bangalore,2024-04-11,evening,4268,11,498,45.27272727272727
1816,Bangalore,2024-04-11,evening,4302,11,385,35.0
1817,Bangalore,2024-04-11,evening,4370,24,885,36.875
1818,Bangalore,2024-04-11,evening,4407,11,458,41.63636363636363
1819,Bangalore,2024-04-11,evening,4409,11,430,39.09090909090909
1820,Bangalore,2024-04-11,evening,4447,4,152,38.0
1821,Bangalore,2024-04-11,evening,4455,18,594,33.0
1822,Bangalore,2024-04-11,evening,4494,24,930,38.75
1823,Bangalore,2024-04-11,evening,4537,32,1216,38.0
1824,Bangalore,2024-04-11,evening,4538,10,380,38.0
1825,Bangalore,2024-04-11,evening,4540,10,420,42.0
1826,Bangalore,2024-04-11,evening,4576,27,783,29.0
1827,Bangalore,2024-04-11,evening,4581,15,570,38.0
1828,Bangalore,2024-04-11,evening,4584,17,775,45.588235294117645
1829,Bangalore,2024-04-11,evening,4681,11,418,38.0
1830,Bangalore,2024-04-11,evening,4683,24,720,30.0
1831,Bangalore,2024-04-11,evening,4684,32,816,25.5
1832,Bangalore,2024-04-11,evening,4716,19,817,43.0
1833,Bangalore,2024-04-11,evening,4728,14,532,38.0
1834,Bangalore,2024-04-11,evening,4751,2,76,38.0
1835,Bangalore,2024-04-11,evening,4821,31,713,23.0
1836,Bangalore,2024-04-11,evening,5012,8,304,38.0
1837,Bangalore,2024-04-11,evening,5041,1,96,96.0
1838,Bangalore,2024-04-11,evening,5100,4,140,35.0
1839,Bangalore,2024-04-11,evening,5108,20,820,41.0
1840,Bangalore,2024-04-11,evening,5205,17,646,38.0
1841,Bangalore,2024-04-11,evening,5206,15,610,40.666666666666664
1842,Bangalore,2024-04-11,evening,5292,9,382,42.44444444444444
1843,Bangalore,2024-04-11,evening,5306,4,184,46.0
1844,Bangalore,2024-04-11,evening,5318,13,494,38.0
1845,Bangalore,2024-04-11,evening,5328,20,790,39.5
1846,Bangalore,2024-04-11,evening,5329,9,747,83.0
1847,Bangalore,2024-04-11,evening,5359,25,875,35.0
1848,Bangalore,2024-04-11,evening,5402,8,304,38.0
